STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,eng_pow,Engine power,gear,Fishing gears,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2014,,11879,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2015,,11879,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2016,,12685,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2017,,12685,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2018,,11803,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2019,,11803,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2020,,11767,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2021,,11767,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2022,,11767,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2023,,12649,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,HR,Croatia,2024,,10827,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1990,,7938,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1991,,10623,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1992,,10803,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1993,,11678,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1994,,11678,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1995,,11678,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1996,,10820,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1997,,11715,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1998,,12598,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,1999,,13480,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2000,,12470,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2001,,13370,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2002,,13312,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2003,,13312,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2004,,13300,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2005,,13300,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2006,,8806,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2007,,7889,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2008,,3510,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2009,,3510,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2010,,3510,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2011,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2012,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2013,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2014,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2015,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2016,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2017,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2018,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2019,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2020,,2615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2021,,1778,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2022,,1778,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2023,,1778,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IE,Ireland,2024,,1778,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1991,,35677,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1992,,31972,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1993,,31820,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1994,,32842,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1995,,31302,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1996,,26728,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1997,,25970,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1998,,28601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,1999,,27037,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2000,,26243,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2001,,26243,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2002,,28844,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2003,,30444,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2004,,32116,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2005,,32895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2006,,29621,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2007,,28852,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2008,,29727,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2009,,30562,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2010,,24659,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2011,,21153,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2012,,19518,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2013,,21188,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2014,,20347,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2015,,17777,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2016,,17777,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2017,,17777,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2018,,15905,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2019,,15134,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2020,,15134,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2021,,15134,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2022,,15134,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2023,,15134,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,IT,Italy,2024,,15134,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LT,Lithuania,2017,,809,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LT,Lithuania,2018,,809,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LT,Lithuania,2019,,809,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LT,Lithuania,2020,,809,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LT,Lithuania,2021,,809,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LT,Lithuania,2022,,809,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LT,Lithuania,2023,,809,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LT,Lithuania,2024,,809,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2004,,852,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2011,,956,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2012,,956,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2013,,956,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2014,,5307,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2015,,5307,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2016,,5307,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2017,,4351,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2018,,3469,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2019,,1705,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2020,,1705,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2021,,853,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2022,,853,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,LV,Latvia,2024,,853,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2004,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2005,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2006,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2007,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2008,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2009,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2010,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2011,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2012,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2013,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2014,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,MT,Malta,2015,,895,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1990,,31731,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1991,,25792,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1992,,19328,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1993,,16505,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1994,,12036,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1995,,10195,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1996,,7192,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1997,,4426,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1998,,8559,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,1999,,12739,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,2000,,14615,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,2001,,15531,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,2002,,14788,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,2003,,13905,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,2004,,23622,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,2005,,21860,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,KW,Kilowatt,KW750-999,From 750 to 999 kW,TOTAL,Total,NL,Netherlands,2006,,21902,,,,,
